Flag	Source	Filename	Type	TSC Event	TSC Command	Entity Index	Entity Type	Entity Name	Entity Bits	Entity Oversight Warning
680	Entity	MazeW.pxe	Read			30	0	Null	HideWhenFlagSet	
680	Entity	MazeW.pxe	Read			31	0	Null	HideWhenFlagSet	
0	Entity	MazeW.pxe	Write			32	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			33	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			34	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			35	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			36	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			37	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			38	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			39	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			40	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			41	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			42	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			43	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			44	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			45	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			46	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			47	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			48	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			49	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			50	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			51	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			52	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			53	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			54	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			55	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			58	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			59	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			60	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			61	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			62	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			63	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			64	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			65	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			66	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			67	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			68	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			69	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			70	155	Gaudi, flying (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			71	153	Gaudi (enemy)	Shootable	
0	Entity	MazeW.pxe	Write			72	153	Gaudi (enemy)	Shootable	
1341	Entity	MazeW.pxe	Read			74	302	Camera Focus Marker	AppearWhenFlagSet	
1341	Entity	MazeW.pxe	Read			75	292	Quake	AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			76	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			77	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			78	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			79	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			80	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			81	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			82	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
162	Entity	MazeW.pxe	Read, Write			83	173	Gaudi, armor	Shootable, AppearWhenFlagSet	
680	Entity	MazeW.pxe	Read			84	46	H/V Trigger	HideWhenFlagSet	
274	Entity	MazeW.pxe	Read			85	136	Puppy, carried	AppearWhenFlagSet	
0	Both	MazeW.tsc	Write	#0102	<DNP	10	18	Door	IgnoreSolidity, Interactable	
681	TSC	MazeW.tsc	Read	#0103	<FLJ					
681	TSC	MazeW.tsc	Write	#0104	<FL+					
0	Both	MazeW.tsc	Write	#0105	<DNP	8	18	Door	IgnoreSolidity, Interactable	
680	Both	MazeW.tsc	Write	#0301	<DNP	14	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
680	Both	MazeW.tsc	Write	#0301	<DNP	84	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
680	TSC	MazeW.tsc	Write	#0301	<FL-					
680	Both	MazeW.tsc	Write	#0302	<DNP	15	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
6106	TSC	MazeW.tsc	Write	#1000	<FL+					
680	TSC	MazeW.tsc	Write	#1000	<FL+					
705	Entity	MazeO.pxe	Read			6	15	Treasure Chest, closed	HideWhenFlagSet	
704	Entity	MazeO.pxe	Read			12	165	Curly, sleeping	HideWhenFlagSet	
705	Entity	MazeO.pxe	Read			14	21	Treasure Chest, open	AppearWhenFlagSet	
274	Entity	MazeO.pxe	Read			15	136	Puppy, carried	AppearWhenFlagSet	
6202	TSC	MazeO.tsc	Read	#0090	<FLJ					
6202	TSC	MazeO.tsc	Read	#0091	<FLJ					
6202	TSC	MazeO.tsc	Read	#0092	<FLJ					
6202	TSC	MazeO.tsc	Read	#0093	<FLJ					
6202	TSC	MazeO.tsc	Read	#0094	<FLJ					
6202	TSC	MazeO.tsc	Read	#0098	<FLJ					
703	TSC	MazeO.tsc	Read	#0100	<FLJ					
704	TSC	MazeO.tsc	Write	#0101	<FL+					
700	TSC	MazeO.tsc	Read	#0300	<FLJ					
700	TSC	MazeO.tsc	Write	#0300	<FL+					
704	TSC	MazeO.tsc	Read	#0301	<FLJ					
702	TSC	MazeO.tsc	Read	#0301	<FLJ					
702	TSC	MazeO.tsc	Write	#0302	<FL+					
760	TSC	MazeO.tsc	Write	#0302	<FL+					
703	TSC	MazeO.tsc	Write	#0302	<FL+					
704	TSC	MazeO.tsc	Read	#0310	<FLJ					
702	TSC	MazeO.tsc	Read	#0310	<FLJ					
701	TSC	MazeO.tsc	Read	#0310	<FLJ					
702	TSC	MazeO.tsc	Read	#0320	<FLJ					
701	TSC	MazeO.tsc	Read	#0320	<FLJ					
701	TSC	MazeO.tsc	Write	#0320	<FL+					
760	TSC	MazeO.tsc	Write	#0322	<FL+					
703	TSC	MazeO.tsc	Write	#0322	<FL+					
705	TSC	MazeO.tsc	Read	#0400	<FLJ					
705	TSC	MazeO.tsc	Write	#0400	<FL+					
711	Entity	MazeD.pxe	Read			1	15	Treasure Chest, closed	HideWhenFlagSet	
711	Entity	MazeD.pxe	Read			3	15	Treasure Chest, closed	HideWhenFlagSet	
711	Entity	MazeD.pxe	Read			4	21	Treasure Chest, open	AppearWhenFlagSet	
711	Entity	MazeD.pxe	Read			5	0	Null	HideWhenFlagSet	
2600	Entity	MazeD.pxe	Read			6	0	Null	HideWhenFlagSet	
2600	Entity	MazeD.pxe	Read			7	0	Null	HideWhenFlagSet	
2600	Entity	MazeD.pxe	Read			8	0	Null	HideWhenFlagSet	
274	Entity	MazeD.pxe	Read			9	136	Puppy, carried	AppearWhenFlagSet	
710	TSC	MazeD.tsc	Read	#0100	<FLJ					
711	TSC	MazeD.tsc	Read	#0200	<FLJ					
710	TSC	MazeD.tsc	Write	#0200	<FL+					
711	TSC	MazeD.tsc	Write	#0200	<FL+					
710	TSC	MazeD.tsc	Write	#0300	<FL-					
6113	TSC	MazeD.tsc	Write	#0300	<FL+					
2600	Both	MazeD.tsc	Write	#0400	<DNP	6	0	Null	IgnoreSolidity, SpawnInOtherDirection, HideWhenFlagSet	
2600	Both	MazeD.tsc	Write	#0400	<DNP	7	0	Null	IgnoreSolidity, SpawnInOtherDirection, HideWhenFlagSet	
2600	Both	MazeD.tsc	Write	#0400	<DNP	8	0	Null	IgnoreSolidity, SpawnInOtherDirection, HideWhenFlagSet	
2600	TSC	MazeD.tsc	Write	#0400	<FL+					
0	Entity	MazeA.pxe	Write			8	153	Gaudi (enemy)	Shootable	
0	Entity	MazeA.pxe	Write			9	153	Gaudi (enemy)	Shootable	
2500	Entity	MazeA.pxe	Read			14	21	Treasure Chest, open	AppearWhenFlagSet	
2501	Entity	MazeA.pxe	Read			15	21	Treasure Chest, open	AppearWhenFlagSet	
2502	Entity	MazeA.pxe	Read			16	21	Treasure Chest, open	AppearWhenFlagSet	
2500	Entity	MazeA.pxe	Read			17	15	Treasure Chest, closed	HideWhenFlagSet	
2501	Entity	MazeA.pxe	Read			18	15	Treasure Chest, closed	HideWhenFlagSet	
2502	Entity	MazeA.pxe	Read			19	15	Treasure Chest, closed	HideWhenFlagSet	
274	Entity	MazeA.pxe	Read			20	136	Puppy, carried	AppearWhenFlagSet	
1020	TSC	MazeA.tsc	Read	#0220	<FLJ					
720	TSC	MazeA.tsc	Read	#0240	<FLJ					
0	Both	MazeA.tsc	Write	#0301	<DNP	12	0	Null	IgnoreSolidity	
721	TSC	MazeA.tsc	Read	#0400	<FLJ					
721	TSC	MazeA.tsc	Write	#0401	<FL+					
721	TSC	MazeA.tsc	Write	#0402	<FL+					
721	TSC	MazeA.tsc	Write	#0404	<FL+					
722	TSC	MazeA.tsc	Write	#0404	<FL+					
2500	TSC	MazeA.tsc	Read	#0501	<FLJ					
2500	TSC	MazeA.tsc	Write	#0501	<FL+					
2802	TSC	MazeA.tsc	Read	#0510	<FLJ					
2501	TSC	MazeA.tsc	Read	#0511	<FLJ					
2501	TSC	MazeA.tsc	Write	#0511	<FL+					
2502	TSC	MazeA.tsc	Read	#0521	<FLJ					
2502	TSC	MazeA.tsc	Write	#0521	<FL+					
750	Entity	MazeB.pxe	Read			9	15	Treasure Chest, closed	HideWhenFlagSet	
750	Entity	MazeB.pxe	Read			15	21	Treasure Chest, open	AppearWhenFlagSet	
274	Entity	MazeB.pxe	Read			16	136	Puppy, carried	AppearWhenFlagSet	
2413	TSC	MazeB.tsc	Read	#0090	<FLJ					
6202	TSC	MazeB.tsc	Read	#0090	<FLJ					
2413	TSC	MazeB.tsc	Read	#0091	<FLJ					
6202	TSC	MazeB.tsc	Read	#0091	<FLJ					
2413	TSC	MazeB.tsc	Read	#0092	<FLJ					
6202	TSC	MazeB.tsc	Read	#0092	<FLJ					
2413	TSC	MazeB.tsc	Read	#0093	<FLJ					
6202	TSC	MazeB.tsc	Read	#0093	<FLJ					
2413	TSC	MazeB.tsc	Read	#0094	<FLJ					
6202	TSC	MazeB.tsc	Read	#0094	<FLJ					
2413	TSC	MazeB.tsc	Read	#0098	<FLJ					
6202	TSC	MazeB.tsc	Read	#0098	<FLJ					
0	Both	MazeB.tsc	Write	#0099	<DNP	13	0	Null	IgnoreSolidity	
2413	TSC	MazeB.tsc	Read	#0099	<FLJ					
6202	TSC	MazeB.tsc	Read	#0099	<FLJ					
523	TSC	MazeB.tsc	Write	#0500	<FL-					
740	TSC	MazeB.tsc	Write	#0500	<FL+					
750	TSC	MazeB.tsc	Read	#0501	<FLJ					
750	TSC	MazeB.tsc	Write	#0501	<FL+					
764	Entity	MazeS.pxe	Read			3	168	Boulder	AppearWhenFlagSet	
764	Entity	MazeS.pxe	Read			5	168	Boulder	HideWhenFlagSet	
764	Entity	MazeS.pxe	Read			9	0	Null	HideWhenFlagSet	
760	Entity	MazeS.pxe	Read			10	117	Curly, standing	AppearWhenFlagSet	
764	Entity	MazeS.pxe	Read			11	16	Save Point	AppearWhenFlagSet	
764	Entity	MazeS.pxe	Read			12	0	Null	HideWhenFlagSet	
766	Entity	MazeS.pxe	Read			13	21	Treasure Chest, open	AppearWhenFlagSet	
765	Entity	MazeS.pxe	Read			14	15	Treasure Chest, closed	AppearWhenFlagSet	
765	Entity	MazeS.pxe	Read			15	0	Null	HideWhenFlagSet	
274	Entity	MazeS.pxe	Read			18	136	Puppy, carried	AppearWhenFlagSet	
761	TSC	MazeS.tsc	Read	#0092	<FLJ					
763	TSC	MazeS.tsc	Read	#0100	<FLJ					
764	TSC	MazeS.tsc	Read	#0110	<FLJ					
766	TSC	MazeS.tsc	Read	#0201	<FLJ					
766	TSC	MazeS.tsc	Write	#0201	<FL+					
765	TSC	MazeS.tsc	Write	#0201	<FL-					
202	TSC	MazeS.tsc	Write	#0201	<FL+					
764	TSC	MazeS.tsc	Read	#0300	<FLJ					
762	TSC	MazeS.tsc	Read	#0300	<FLJ					
761	TSC	MazeS.tsc	Read	#0300	<FLJ					
761	TSC	MazeS.tsc	Write	#0300	<FL+					
6107	TSC	MazeS.tsc	Write	#0310	<FL+					
762	TSC	MazeS.tsc	Read	#0320	<FLJ					
761	TSC	MazeS.tsc	Read	#0320	<FLJ					
762	TSC	MazeS.tsc	Write	#0321	<FL+					
763	TSC	MazeS.tsc	Write	#0321	<FL+					
762	TSC	MazeS.tsc	Read	#0500	<FLJ					
761	TSC	MazeS.tsc	Read	#0500	<FLJ					
763	TSC	MazeS.tsc	Write	#0600	<FL-					
764	TSC	MazeS.tsc	Write	#0600	<FL+					
760	TSC	MazeS.tsc	Write	#0600	<FL-					
781	TSC	MazeS.tsc	Write	#0600	<FL+					
765	TSC	MazeS.tsc	Write	#0600	<FL+					
0	Entity	MazeM.pxe	Write			16	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			17	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			18	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			19	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			20	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			21	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			22	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			23	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			24	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			25	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			26	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			27	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			28	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			29	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			30	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			31	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			32	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			33	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			34	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			35	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			36	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			37	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			38	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			39	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			40	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			41	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			42	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			43	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			44	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			45	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			46	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			47	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			48	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			49	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			50	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			51	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			52	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			53	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			54	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			55	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			56	176	Buyobuyo Base (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			58	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			59	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			60	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			61	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			62	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			63	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			64	187	Fuzz Core (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			65	153	Gaudi (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			66	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			67	175	Gaudi Egg (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			68	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			69	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			70	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			71	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			72	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			73	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			74	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			75	171	Fire Whirrr (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			76	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			77	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			78	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			79	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			80	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			81	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			82	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			83	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			84	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			85	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			86	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			87	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			88	147	Critter, Hovering Purple (enemy)	Shootable	
0	Entity	MazeM.pxe	Write			89	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			90	173	Gaudi, armor	Shootable	
0	Entity	MazeM.pxe	Write			91	173	Gaudi, armor	Shootable	
781	Entity	MazeM.pxe	Read			94	180	Curly, AI	AppearWhenFlagSet	
274	Entity	MazeM.pxe	Read			95	136	Puppy, carried	AppearWhenFlagSet	
782	TSC	MazeM.tsc	Read	#0090	<FLJ					
782	TSC	MazeM.tsc	Read	#0092	<FLJ					
780	TSC	MazeM.tsc	Read	#0093	<FLJ					
780	TSC	MazeM.tsc	Read	#0094	<FLJ					
764	TSC	MazeM.tsc	Read	#0100	<FLJ					
781	TSC	MazeM.tsc	Read	#0110	<FLJ					
800	TSC	MazeM.tsc	Read	#0110	<FLJ					
780	TSC	MazeM.tsc	Write	#0111	<FL+					
781	TSC	MazeM.tsc	Write	#0111	<FL-					
832	TSC	MazeM.tsc	Write	#0113	<FL+					
0	Both	MazeM.tsc	Write	#0301	<DNP	92	0	Null	IgnoreSolidity	
782	TSC	MazeM.tsc	Read	#0301	<FLJ					
720	TSC	MazeM.tsc	Write	#0310	<FL+					
782	TSC	MazeM.tsc	Read	#0330	<FLJ					
782	TSC	MazeM.tsc	Write	#0330	<FL+					
801	Entity	Drain.pxe	Read			6	16	Save Point	HideWhenFlagSet	
801	Entity	Drain.pxe	Read			10	16	Save Point	AppearWhenFlagSet	
832	Entity	Drain.pxe	Read			11	191	Water Level	AppearWhenFlagSet	
832	Entity	Drain.pxe	Read			12	191	Water Level	HideWhenFlagSet	
274	Entity	Drain.pxe	Read			13	136	Puppy, carried	AppearWhenFlagSet	
836	Entity	Drain.pxe	Read			14	259	Curly, carried	AppearWhenFlagSet	
800	TSC	Drain.tsc	Read	#0090	<FLJ					
800	TSC	Drain.tsc	Read	#0092	<FLJ					
800	TSC	Drain.tsc	Read	#0094	<FLJ					
780	TSC	Drain.tsc	Read	#0110	<FLJ					
5006	TSC	Drain.tsc	Write	#0111	<FL+					
0	Both	Drain.tsc	Write	#0150	<DNP	9	0	Null	IgnoreSolidity, SpawnInOtherDirection	
820	TSC	Drain.tsc	Write	#0150	<FL+					
834	Entity	Almond.pxe	Read			5	70	Sparkling Item	HideWhenFlagSet	
824	Entity	Almond.pxe	Read			8	186	Lift Block	HideWhenFlagSet	
824	Entity	Almond.pxe	Read			9	186	Lift Block	AppearWhenFlagSet	
821	Entity	Almond.pxe	Read			10	185	Shutter, small	HideWhenFlagSet	
821	Entity	Almond.pxe	Read			11	185	Shutter, small	HideWhenFlagSet	
821	Entity	Almond.pxe	Read			12	185	Shutter, small	HideWhenFlagSet	
823	Entity	Almond.pxe	Read			13	185	Shutter, small	HideWhenFlagSet	
825	Entity	Almond.pxe	Read			14	184	Shutter, large	HideWhenFlagSet	
830	Entity	Almond.pxe	Read			17	190	Surface Robot	HideWhenFlagSet	
832	Entity	Almond.pxe	Read			18	191	Water Level	HideWhenFlagSet	
831	Entity	Almond.pxe	Read			20	46	H/V Trigger	HideWhenFlagSet	
820	Entity	Almond.pxe	Read			21	117	Curly, standing	AppearWhenFlagSet	
822	Entity	Almond.pxe	Read			22	117	Curly, standing	AppearWhenFlagSet	
826	Entity	Almond.pxe	Read			24	117	Curly, standing	AppearWhenFlagSet	
827	Entity	Almond.pxe	Read			25	117	Curly, standing	AppearWhenFlagSet	
827	Entity	Almond.pxe	Read			26	0	Null	HideWhenFlagSet	
274	Entity	Almond.pxe	Read			31	136	Puppy, carried	AppearWhenFlagSet	
823	Entity	Almond.pxe	Read			32	152	Shutter, stuck (enemy)	HideWhenFlagSet	
1341	Entity	Almond.pxe	Read			34	302	Camera Focus Marker	AppearWhenFlagSet	
1341	Entity	Almond.pxe	Read			35	292	Quake	AppearWhenFlagSet	
832	Entity	Almond.pxe	Read			36	191	Water Level	AppearWhenFlagSet	
836	Entity	Almond.pxe	Read			38	259	Curly, carried	AppearWhenFlagSet	
829	TSC	Almond.tsc	Read	#0092	<FLJ					
822	TSC	Almond.tsc	Read	#0092	<FLJ					
839	TSC	Almond.tsc	Read	#0100	<FLJ					
800	TSC	Almond.tsc	Read	#0100	<FLJ					
832	TSC	Almond.tsc	Write	#0103	<FL+					
5006	TSC	Almond.tsc	Write	#0104	<FL-					
832	TSC	Almond.tsc	Read	#0200	<FLJ					
824	TSC	Almond.tsc	Read	#0200	<FLJ					
823	TSC	Almond.tsc	Read	#0200	<FLJ					
821	TSC	Almond.tsc	Read	#0200	<FLJ					
821	Both	Almond.tsc	Write	#0200	<DNP	10	185	Shutter, small	Invulnerable, HardSolid, HideWhenFlagSet	
821	Both	Almond.tsc	Write	#0200	<DNP	11	185	Shutter, small	Invulnerable, HardSolid, HideWhenFlagSet	
821	Both	Almond.tsc	Write	#0200	<DNP	12	185	Shutter, small	Invulnerable, HardSolid, HideWhenFlagSet	
820	Both	Almond.tsc	Write	#0200	<DNP	21	117	Curly, standing	AppearWhenFlagSet, Interactable	
820	TSC	Almond.tsc	Write	#0200	<FL-					
821	TSC	Almond.tsc	Write	#0200	<FL+					
822	TSC	Almond.tsc	Write	#0200	<FL+					
824	TSC	Almond.tsc	Write	#0202	<FL+					
830	TSC	Almond.tsc	Read	#0210	<FLJ					
825	TSC	Almond.tsc	Read	#0210	<FLJ					
825	TSC	Almond.tsc	Write	#0210	<FL+					
825	Both	Almond.tsc	Write	#0210	<DNP	14	184	Shutter, large	Invulnerable, HardSolid, HideWhenFlagSet	
828	TSC	Almond.tsc	Read	#0240	<FLJ					
834	Both	Almond.tsc	Write	#0240	<DNP	5	70	Sparkling Item	Interactable, HideWhenFlagSet	
830	TSC	Almond.tsc	Read	#0240	<FLJ					
839	TSC	Almond.tsc	Write	#0240	<FL+					
823	TSC	Almond.tsc	Read	#0301	<FLJ					
835	TSC	Almond.tsc	Write	#0307	<FL+					
836	TSC	Almond.tsc	Write	#0307	<FL+					
829	TSC	Almond.tsc	Write	#0307	<FL-					
823	Both	Almond.tsc	Write	#0340	<DNP	32	152	Shutter, stuck (enemy)	Shootable, RunEventWhenKilled, SpawnInOtherDirection, HideWhenFlagSet	
823	Both	Almond.tsc	Write	#0340	<DNP	13	185	Shutter, small	Invulnerable, HardSolid, HideWhenFlagSet	
822	TSC	Almond.tsc	Write	#0340	<FL-					
823	TSC	Almond.tsc	Write	#0340	<FL+					
826	TSC	Almond.tsc	Write	#0340	<FL+					
825	TSC	Almond.tsc	Read	#0350	<FLJ					
0	Both	Almond.tsc	Write	#0351	<DNP	19	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection	
822	Both	Almond.tsc	Write	#0351	<DNP	22	117	Curly, standing	AppearWhenFlagSet, SpawnInOtherDirection, Interactable	
0	Both	Almond.tsc	Write	#0351	<DNP	23	0	Null	IgnoreSolidity, Interactable	
826	Both	Almond.tsc	Write	#0351	<DNP	24	117	Curly, standing	AppearWhenFlagSet, Interactable	
822	TSC	Almond.tsc	Write	#0351	<FL-					
826	TSC	Almond.tsc	Write	#0351	<FL-					
827	TSC	Almond.tsc	Write	#0351	<FL+					
830	TSC	Almond.tsc	Read	#0360	<FLJ					
831	Both	Almond.tsc	Write	#0361	<DNP	20	46	H/V Trigger	RunEventOnTouch, SpawnInOtherDirection, HideWhenFlagSet	
837	TSC	Almond.tsc	Read	#0452	<FLJ					
828	TSC	Almond.tsc	Read	#0452	<FLJ					
828	TSC	Almond.tsc	Write	#0452	<FL+					
824	TSC	Almond.tsc	Write	#0452	<FL-					
828	TSC	Almond.tsc	Write	#1000	<FL-					
4000	TSC	Almond.tsc	Write	#1000	<FL+					
341	TSC	Almond.tsc	Write	#1000	<FL+					
783	TSC	Almond.tsc	Write	#1000	<FL+					
837	TSC	Almond.tsc	Write	#1000	<FL+					
